,County,2005,2006,2007,2008    ,2009,2010,2011,2012,2013,2014,State
2657,Knox County,4.8     ,4.2     ,3.7,3.8,5.8,5.9,5.8,5.2,5.3,4.3,TX
2658,Lamar County,6.2     ,5.4     ,4.6,5.3,7.7,9.3,9.8,9.2,8.0,6.1,TX
2659,Lamb County,4.9     ,4.6     ,4.0,4.4,7.1,7.6,7.6,7.9,6.8,5.7,TX
2660,Lampasas County,4.3     ,4.0     ,3.7,4.0,5.8,7.1,7.5,7.1,7.1,5.6,TX
2661,La Salle County,5.6     ,5.0     ,4.8,5.3,9.2,8.9,6.7,4.4,3.7,3.1,TX
2662,Lavaca County,3.6     ,3.6     ,3.1,3.4,5.7,6.9,5.9,4.8,4.6,3.9,TX
2663,Lee County,4.4     ,3.9     ,3.4,3.9,6.7,7.2,6.4,5.3,5.0,4.0,TX
2664,Leon County,5.5     ,5.0     ,4.1,4.3,7.0,8.9,8.6,7.3,6.8,5.3,TX
2665,Liberty County,6.8     ,5.7     ,5.2,5.9,10.1,11.7,11.1,9.5,8.7,6.9,TX
2666,Limestone County,5.1     ,4.7     ,4.2,4.3,6.3,7.9,8.2,6.8,6.7,5.8,TX
2667,Lipscomb County,3.5     ,3.3     ,2.6,2.8,6.8,5.9,4.6,3.9,3.9,3.3,TX
2668,Live Oak County,5.0     ,4.5     ,3.8,4.2,7.0,7.3,5.9,4.6,4.3,3.5,TX
2669,Llano County,5.1     ,4.6     ,4.0,4.2,6.9,8.1,7.7,6.8,6.4,5.2,TX
2670,Loving County,10.3     ,10.5     ,7.3,7.0,9.3,5.6,6.1,6.0,5.3,5.0,TX
2671,Lubbock County,4.1     ,3.9     ,3.6,3.7,5.4,6.3,6.0,5.3,4.9,3.9,TX
2672,Lynn County,5.8     ,5.5     ,4.9,4.6,6.0,6.6,6.6,6.1,5.2,4.3,TX
2673,McCulloch County,5.0     ,4.5     ,3.8,3.9,7.9,7.0,5.9,5.4,5.2,4.3,TX
2674,McLennan County,5.0     ,4.8     ,4.2,4.5,6.7,7.4,7.4,6.6,6.1,5.1,TX
2675,McMullen County,5.2     ,5.9     ,5.1,5.4,6.9,4.3,3.0,2.3,2.6,1.7,TX
2676,Madison County,5.8     ,5.2     ,4.6,5.2,7.4,8.4,8.3,7.0,6.4,4.9,TX
2677,Marion County,5.7     ,5.3     ,4.5,5.0,10.3,11.8,10.4,8.9,7.8,6.3,TX
2678,Martin County,4.4     ,4.1     ,3.6,3.5,4.8,6.0,5.6,4.5,4.2,3.4,TX
2679,Mason County,3.0     ,3.0     ,2.7,3.0,5.0,6.3,6.0,5.2,5.4,4.6,TX
2680,Matagorda County,8.1     ,7.0     ,5.9,6.7,10.0,11.5,11.6,10.1,9.6,7.8,TX
2681,Maverick County,13.3     ,12.8     ,11.3,10.6,14.3,15.2,14.0,12.5,12.4,10.9,TX
2682,Medina County,4.9     ,4.6     ,4.1,5.0,6.7,7.5,7.4,6.5,6.0,4.8,TX
2683,Menard County,4.6     ,4.1     ,3.5,4.3,6.6,7.4,7.2,6.3,5.9,4.7,TX
2684,Midland County,3.7     ,3.3     ,2.8,2.8,5.6,5.9,4.7,3.9,3.6,2.8,TX
2685,Milam County,5.1     ,4.5     ,4.1,5.4,10.9,11.2,10.1,8.5,7.6,6.2,TX
2686,Mills County,3.9     ,4.0     ,3.6,3.9,5.3,6.3,6.3,5.4,5.2,4.4,TX
2687,Mitchell County,6.3     ,5.9     ,5.1,5.4,8.3,8.2,7.5,5.9,5.5,4.5,TX
2688,Montague County,4.4     ,4.0     ,3.5,3.5,7.1,8.0,6.5,5.4,4.9,3.9,TX
2689,Montgomery County,4.7     ,4.4     ,3.8,4.2,6.9,7.5,7.1,5.9,5.4,4.4,TX
2690,Moore County,3.8     ,3.4     ,2.9,3.1,4.6,5.4,4.8,4.3,4.2,3.5,TX
2691,Morris County,6.1     ,5.4     ,5.2,6.0,14.9,13.8,12.0,9.7,9.4,7.7,TX
2692,Motley County,4.0     ,4.0     ,4.0,4.3,5.4,6.3,6.9,5.8,6.0,4.5,TX
2693,Nacogdoches County,5.2     ,4.7     ,4.1,4.3,6.5,7.1,7.0,6.6,6.4,5.4,TX
2694,Navarro County,5.7     ,5.5     ,4.9,5.4,7.8,8.3,8.1,7.3,6.5,5.2,TX
2695,Newton County,9.2     ,7.1     ,6.4,7.3,11.5,12.7,12.7,11.0,10.7,8.2,TX
2696,Nolan County,4.7     ,4.3     ,3.6,3.8,6.3,7.5,7.0,5.9,5.6,4.3,TX
2697,Nueces County,5.4     ,4.8     ,4.2,4.5,6.7,8.1,7.9,6.5,6.1,5.0,TX
2698,Ochiltree County,3.2     ,3.0     ,2.6,2.7,5.9,5.9,4.8,3.9,3.7,3.0,TX
2699,Oldham County,3.8     ,4.0     ,3.9,4.4,5.6,4.6,4.3,4.2,4.4,3.7,TX
2700,Orange County,8.0     ,5.8     ,5.2,6.4,9.8,11.7,11.5,10.4,10.2,7.9,TX
2701,Palo Pinto County,4.5     ,4.3     ,3.6,4.1,7.8,8.6,7.9,6.7,6.5,5.1,TX
2702,Panola County,4.9     ,4.3     ,3.8,3.8,7.3,9.0,8.1,6.7,6.1,4.8,TX
2703,Parker County,4.8     ,4.6     ,4.0,4.4,7.6,7.6,6.9,5.9,5.5,4.5,TX
2704,Parmer County,3.9     ,3.8     ,3.1,3.3,4.4,4.4,4.4,4.1,3.8,3.1,TX
2705,Pecos County,5.1     ,4.6     ,4.2,4.4,8.6,7.3,5.9,5.1,5.3,4.2,TX
2706,Polk County,6.8     ,6.0     ,5.8,6.1,9.1,9.7,9.3,8.0,7.7,6.4,TX
2707,Potter County,4.6     ,4.2     ,3.8,4.0,6.0,6.3,5.9,5.3,5.0,3.9,TX
2708,Presidio County,11.0     ,10.5     ,8.9,10.3,16.2,18.5,15.2,13.2,12.7,11.6,TX
2709,Rains County,5.4     ,4.8     ,4.2,5.0,8.0,8.8,8.2,7.0,6.1,4.9,TX
2710,Randall County,3.5     ,3.3     ,2.9,3.1,4.6,5.2,4.9,4.4,4.3,3.4,TX
2711,Reagan County,2.5     ,2.4     ,2.0,2.0,6.0,5.5,4.4,3.4,3.9,3.1,TX
2712,Real County,5.0     ,4.8     ,3.9,3.7,5.5,9.1,9.7,9.1,7.5,6.0,TX
2713,Red River County,6.2     ,5.5     ,4.9,6.4,9.2,11.5,12.1,10.7,9.9,7.8,TX
2714,Reeves County,7.4     ,6.1     ,5.2,5.7,11.4,8.9,8.1,6.9,6.0,4.1,TX
2715,Refugio County,5.0     ,4.5     ,3.7,3.8,6.4,8.7,7.4,5.8,5.3,4.3,TX
2716,Roberts County,3.3     ,3.1     ,2.3,2.5,4.8,5.4,4.8,5.1,4.2,3.4,TX
2717,Robertson County,5.0     ,4.8     ,5.0,4.9,7.8,9.2,9.2,8.0,6.8,5.2,TX
2718,Rockwall County,4.7     ,4.4     ,3.9,4.5,7.2,7.4,7.1,6.2,5.7,4.5,TX
2719,Runnels County,5.2     ,5.3     ,4.3,4.7,7.5,8.3,7.3,5.5,5.2,4.1,TX
2720,Rusk County,5.2     ,4.6     ,4.1,4.3,7.8,7.8,7.0,6.3,6.1,4.9,TX
2721,Sabine County,9.9     ,8.7     ,8.0,8.9,15.0,16.3,15.7,14.5,12.8,10.5,TX
2722,San Augustine County,7.0     ,6.2     ,5.4,6.1,10.1,13.0,14.1,12.0,11.5,9.6,TX
2723,San Jacinto County,6.2     ,5.8     ,5.1,5.7,9.3,10.0,9.6,8.2,7.5,5.8,TX
2724,San Patricio County,6.9     ,5.4     ,4.8,5.3,8.6,10.5,9.7,7.5,7.1,6.2,TX
2725,San Saba County,5.0     ,4.9     ,4.6,5.4,7.1,6.2,6.1,6.3,5.7,4.6,TX
2726,Schleicher County,4.0     ,3.8     ,3.5,3.3,9.3,7.6,5.7,4.0,3.5,3.0,TX
2727,Scurry County,5.0     ,4.7     ,3.8,4.0,6.7,6.8,5.7,4.5,4.1,3.3,TX
2728,Shackelford County,3.0     ,3.0     ,2.6,2.6,4.0,5.6,4.7,3.5,3.3,2.7,TX
2729,Shelby County,5.9     ,4.9     ,4.2,4.7,7.3,8.5,8.5,7.2,7.3,5.8,TX
2730,Sherman County,4.3     ,4.0     ,3.4,3.7,4.4,4.6,4.5,4.2,4.0,3.2,TX
2731,Smith County,5.0     ,4.6     ,4.1,4.8,7.6,7.9,7.8,7.0,6.5,5.2,TX
2732,Somervell County,5.4     ,4.8     ,4.4,4.5,7.1,8.0,7.8,6.6,6.0,5.0,TX
2733,Starr County,13.0     ,11.6     ,10.5,11.3,16.4,17.3,16.2,14.5,14.8,13.5,TX
2734,Stephens County,4.6     ,4.1     ,3.5,3.6,6.8,7.5,7.7,5.9,5.1,4.3,TX
2735,Sterling County,2.8     ,3.1     ,2.8,2.8,4.2,4.7,4.8,3.5,3.8,2.7,TX
2736,Stonewall County,3.5     ,3.3     ,3.2,3.3,4.2,5.8,5.5,4.4,4.6,3.9,TX
2737,Sutton County,2.8     ,2.6     ,2.1,2.0,7.1,9.6,6.6,4.6,4.5,3.5,TX
2738,Swisher County,4.7     ,4.4     ,4.2,4.4,5.7,6.6,6.7,5.9,8.4,6.2,TX
2739,Tarrant County,5.1     ,4.7     ,4.2,4.8,7.7,8.1,7.6,6.5,6.0,5.0,TX
2740,Taylor County,4.1     ,3.8     ,3.4,3.7,5.6,6.8,6.5,5.6,5.2,4.2,TX
2741,Terrell County,7.0     ,5.4     ,5.0,6.7,9.2,6.8,6.2,4.7,4.8,4.2,TX
2742,Terry County,5.6     ,5.1     ,4.6,4.1,6.9,7.4,7.1,6.5,5.9,4.4,TX
2743,Throckmorton County,3.4     ,3.5     ,3.7,3.4,4.8,6.0,6.9,5.3,4.9,3.9,TX
2744,Titus County,4.7     ,4.3     ,3.7,4.3,7.2,8.5,8.2,7.5,7.3,6.3,TX
2745,Tom Green County,4.3     ,4.1     ,3.7,4.1,6.3,6.6,6.2,5.3,5.1,4.0,TX
2746,Travis County,4.5     ,4.0     ,3.6,4.2,6.7,6.8,6.4,5.5,5.0,4.0,TX
2747,Trinity County,6.3     ,5.8     ,4.7,5.4,8.5,9.5,9.5,8.1,7.3,6.0,TX
2748,Tyler County,7.3     ,6.2     ,5.4,5.9,9.7,11.8,12.0,10.6,10.1,8.0,TX
2749,Upshur County,5.0     ,4.6     ,4.0,4.2,7.6,8.8,7.9,6.7,6.3,5.1,TX
2750,Upton County,3.9     ,3.7     ,3.0,3.1,5.4,6.1,5.3,4.0,4.1,3.2,TX
2751,Uvalde County,6.1     ,5.9     ,5.2,5.7,7.9,8.9,8.9,7.9,7.0,5.7,TX
2752,Val Verde County,6.5     ,5.9     ,5.4,5.8,9.2,9.3,9.0,7.6,7.3,5.7,TX
2753,Van Zandt County,5.0     ,4.5     ,3.9,4.3,6.9,8.4,7.9,6.9,6.4,5.2,TX
2754,Victoria County,4.5     ,4.0     ,3.4,3.8,6.9,7.7,6.7,5.5,5.3,4.1,TX
2755,Walker County,5.6     ,5.3     ,4.7,5.2,7.0,7.7,7.8,6.9,6.5,5.4,TX
2756,Waller County,5.5     ,5.3     ,4.5,5.0,8.2,8.6,8.2,7.0,6.4,5.0,TX
2757,Ward County,5.5     ,4.6     ,3.7,3.9,8.8,8.5,6.5,4.8,4.6,3.5,TX
2758,Washington County,4.6     ,4.2     ,3.6,3.9,6.0,7.2,6.6,5.6,5.4,4.5,TX
2759,Webb County,6.0     ,5.4     ,4.7,5.3,8.5,8.2,7.4,6.5,6.1,5.1,TX
2760,Wharton County,5.1     ,4.7     ,4.1,4.3,7.0,8.7,8.2,6.7,5.9,4.7,TX
2761,Wheeler County,3.9     ,3.3     ,2.5,2.4,5.7,6.1,4.9,4.3,4.3,3.5,TX
2762,Wichita County,4.7     ,4.3     ,4.2,4.8,7.5,7.8,6.9,6.1,5.8,4.9,TX
2763,Wilbarger County,3.9     ,3.6     ,3.4,3.5,4.7,7.9,7.1,5.9,5.7,4.9,TX
2764,Willacy County,9.5     ,9.0     ,8.1,8.8,11.9,14.5,16.5,15.8,15.6,12.3,TX
2765,Williamson County,4.6     ,4.2     ,3.7,4.5,7.3,7.2,6.8,5.8,5.2,4.3,TX
2766,Wilson County,4.8     ,4.4     ,4.0,4.6,6.5,6.8,6.5,5.5,5.2,4.1,TX
2767,Winkler County,4.7     ,3.9     ,3.1,3.7,9.3,9.2,7.0,5.5,5.2,4.2,TX
2768,Wise County,4.7     ,4.4     ,4.1,4.3,8.7,8.7,7.5,6.4,5.9,4.8,TX
2769,Wood County,5.5     ,5.1     ,4.5,5.0,8.0,9.1,8.6,7.8,7.1,5.9,TX
2770,Yoakum County,4.7     ,3.9     ,3.2,3.0,7.6,7.0,5.1,4.0,3.8,3.0,TX
2771,Young County,4.2     ,3.8     ,3.2,3.4,6.4,7.7,7.1,5.6,5.1,4.1,TX
2772,Zapata County,6.7     ,6.1     ,5.3,5.5,10.9,10.4,8.1,6.3,6.2,5.2,TX
2773,Zavala County,11.6     ,11.7     ,10.5,10.6,14.5,13.9,14.0,13.5,14.3,12.4,TX
2774,Beaver County,4.1     ,3.0     ,2.5,3.5,6.1,9.9,8.0,6.1,4.7,3.9,UT
2775,Box Elder County,4.3     ,3.2     ,2.7,4.0,8.1,8.5,7.6,5.8,4.8,3.9,UT
2776,Cache County,3.2     ,2.3     ,2.0,2.8,5.5,6.1,5.3,4.5,4.0,3.2,UT
2777,Carbon County,4.9     ,3.5     ,3.7,4.3,7.9,8.6,7.6,7.1,6.4,5.2,UT
2778,Daggett County,5.2     ,4.7     ,3.5,4.0,5.8,7.3,6.1,5.0,5.1,4.2,UT
2779,Davis County,3.9     ,2.9     ,2.5,3.4,6.6,7.0,6.1,4.9,4.3,3.6,UT
2780,Duchesne County,4.3     ,2.8     ,2.2,2.7,8.5,9.6,6.6,4.6,4.3,3.6,UT
2781,Emery County,5.1     ,3.5     ,3.4,3.8,7.1,7.3,7.4,7.2,6.2,5.2,UT
2782,Garfield County,7.2     ,5.0     ,4.6,6.1,10.4,10.2,10.7,9.5,9.3,8.6,UT
2783,Grand County,6.3     ,4.9     ,4.6,5.9,9.8,10.5,9.8,8.5,7.9,6.2,UT
2784,Iron County,3.9     ,2.9     ,2.9,4.4,8.8,9.6,8.3,6.9,5.6,4.5,UT
2785,Juab County,4.8     ,3.7     ,3.1,5.5,10.0,9.1,8.3,6.2,5.1,4.0,UT
2786,Kane County,4.9     ,3.6     ,3.2,4.2,7.6,7.9,7.5,6.7,5.4,4.6,UT
2787,Millard County,4.0     ,2.9     ,2.5,3.3,5.6,6.2,5.3,4.7,4.2,3.5,UT
2788,Morgan County,4.2     ,3.0     ,2.6,3.3,6.3,6.9,5.8,5.0,4.1,3.4,UT
2789,Piute County,4.0     ,3.0     ,2.3,2.9,6.6,10.1,9.8,8.3,7.6,6.7,UT
2790,Rich County,3.1     ,2.3     ,2.0,2.7,5.1,7.2,7.2,5.3,4.7,3.7,UT
2791,Salt Lake County,4.0     ,2.9     ,2.5,3.4,7.1,7.7,6.6,5.3,4.5,3.7,UT
2792,San Juan County,7.9     ,6.1     ,5.2,6.4,11.8,10.9,10.0,9.0,8.3,7.5,UT
2793,Sanpete County,5.3     ,3.8     ,3.1,4.2,8.4,9.0,8.0,6.5,5.7,4.5,UT
2794,Sevier County,4.4     ,3.2     ,2.7,4.0,7.9,8.3,7.4,6.2,5.5,4.5,UT
2795,Summit County,4.0     ,2.9     ,2.5,3.3,7.0,7.4,6.1,5.0,4.2,3.4,UT
2796,Tooele County,4.4     ,3.3     ,2.8,3.8,7.9,8.3,7.1,6.0,5.5,4.7,UT
2797,Uintah County,3.7     ,2.4     ,2.1,2.3,8.3,8.5,6.0,4.4,4.4,3.5,UT
2798,Utah County,3.9     ,2.9     ,2.4,3.5,7.0,7.4,6.3,5.0,4.3,3.5,UT
2799,Wasatch County,4.1     ,3.2     ,2.5,3.7,8.4,8.4,7.1,5.9,4.8,3.7,UT
2800,Washington County,4.0     ,3.0     ,2.7,4.7,9.8,10.5,8.9,6.9,5.6,4.3,UT
2801,Wayne County,5.4     ,4.3     ,4.1,5.5,8.1,8.6,10.2,10.9,11.1,9.4,UT
2802,Weber County,4.6     ,3.4     ,3.1,4.2,8.4,8.8,7.8,6.4,5.5,4.3,UT
2803,Addison County,3.3     ,3.3     ,3.9,4.4,6.1,5.8,5.0,4.5,4.1,3.9,VT
2804,Bennington County,3.6     ,3.6     ,4.0,4.8,7.6,6.9,6.5,5.9,5.2,4.8,VT
2805,Caledonia County,3.9     ,4.1     ,4.5,5.2,7.8,6.9,6.3,6.2,5.4,5.0,VT
2806,Chittenden County,3.1     ,3.2     ,3.4,4.0,5.6,4.8,4.1,3.7,3.4,3.1,VT
2807,Essex County,3.8     ,3.9     ,5.3,6.2,8.9,9.6,8.4,8.2,7.2,6.8,VT
2808,Franklin County,3.8     ,4.2     ,4.3,4.9,6.5,5.7,5.3,4.6,4.2,4.1,VT
2809,Grand Isle County,5.0     ,5.2     ,5.5,6.1,7.8,6.9,6.5,5.9,4.9,4.7,VT
2810,Lamoille County,3.9     ,4.1     ,4.7,5.4,7.6,7.7,7.1,6.5,5.6,5.2,VT
2811,Orange County,3.2     ,3.3     ,3.7,4.4,6.2,5.9,5.4,4.7,4.2,3.9,VT
2812,Orleans County,5.1     ,5.4     ,6.1,6.9,9.2,8.9,8.6,7.8,6.9,6.4,VT
2813,Rutland County,3.7     ,3.9     ,4.4,5.5,7.9,7.4,6.8,6.3,5.4,4.9,VT
2814,Washington County,3.6     ,3.8     ,4.1,4.7,6.3,5.9,5.4,4.7,4.3,4.0,VT
2815,Windham County,3.4     ,3.8     ,4.1,4.6,6.3,6.1,5.6,5.2,4.7,4.2,VT
2816,Windsor County,3.0     ,3.0     ,3.4,3.8,5.8,6.1,5.4,4.6,4.1,3.7,VT
2817,Accomack County,4.7     ,4.3     ,4.1,5.0,6.5,7.9,8.3,7.8,7.0,6.5,VA
2818,Albemarle County,2.9     ,2.5     ,2.2,3.0,5.1,6.0,5.6,5.2,4.8,4.4,VA
2819,Alleghany County,4.7     ,4.9     ,4.4,5.4,9.1,8.6,7.9,7.1,6.7,6.0,VA
2820,Amelia County,3.5     ,3.0     ,2.8,4.5,7.7,8.5,7.5,6.5,5.9,5.3,VA
2821,Amherst County,4.1     ,3.3     ,3.5,4.1,7.7,8.1,7.3,6.7,6.1,5.4,VA
2822,Appomattox County,4.7     ,3.7     ,3.9,4.5,7.9,8.6,8.0,7.4,6.4,5.7,VA
2823,Arlington County,2.3     ,2.0     ,1.9,2.5,4.3,4.1,3.8,3.5,3.4,3.2,VA
2824,Augusta County,3.1     ,2.7     ,2.6,3.6,6.4,7.1,6.3,5.8,5.2,4.7,VA
2825,Bath County,3.6     ,3.3     ,3.2,4.1,6.2,7.5,6.3,5.8,5.3,4.4,VA
2826,Bedford County,3.5     ,3.0     ,3.0,3.7,6.8,7.0,6.5,6.0,5.7,5.1,VA
2827,Bland County,4.0     ,3.8     ,3.8,4.7,7.4,8.6,7.4,6.9,6.7,6.0,VA
2828,Botetourt County,3.0     ,2.6     ,2.6,3.3,6.3,6.4,5.9,5.5,5.2,4.8,VA
2829,Brunswick County,5.2     ,4.9     ,4.8,6.6,11.2,11.3,10.6,10.1,9.4,8.2,VA
2830,Buchanan County,5.4     ,5.0     ,4.9,5.0,8.5,10.0,8.5,9.1,10.9,10.4,VA
2831,Buckingham County,4.4     ,3.6     ,3.5,4.9,8.1,10.7,9.6,8.5,7.8,6.6,VA
2832,Campbell County,4.0     ,3.3     ,3.4,4.0,7.2,7.7,7.2,6.5,5.9,5.3,VA
2833,Caroline County,3.8     ,3.4     ,3.7,4.8,8.4,9.6,9.0,7.8,7.0,6.1,VA
2834,Carroll County,5.7     ,5.3     ,5.6,6.6,10.8,11.5,9.9,8.5,8.2,6.8,VA
2835,Charles City County,4.4     ,4.0     ,3.9,5.0,9.0,9.6,8.9,7.8,6.7,5.8,VA
2836,Charlotte County,8.3     ,6.7     ,5.3,5.9,9.2,10.0,9.8,8.7,7.8,6.7,VA
2837,Chesterfield County,3.2     ,2.8     ,2.6,3.7,6.6,7.3,6.8,6.1,5.6,5.1,VA
2838,Clarke County,2.6     ,2.5     ,2.7,3.4,6.3,6.7,5.7,5.2,4.7,4.3,VA
2839,Craig County,3.9     ,3.5     ,3.7,4.0,7.4,7.9,7.5,7.0,7.1,6.3,VA
2840,Culpeper County,3.3     ,3.3     ,3.6,4.8,7.9,7.2,6.4,5.7,5.4,5.0,VA
2841,Cumberland County,3.9     ,3.5     ,3.2,4.8,7.3,8.4,7.6,7.1,6.6,6.1,VA
2842,Dickenson County,6.5     ,5.1     ,5.2,5.7,8.7,10.5,9.7,10.5,10.9,9.9,VA
2843,Dinwiddie County,4.1     ,3.2     ,3.4,4.5,8.0,8.8,7.9,7.6,7.3,6.4,VA
2844,Essex County,4.7     ,4.0     ,3.7,5.2,8.1,9.1,8.3,7.3,6.6,6.4,VA
2845,Fairfax County,2.6     ,2.2     ,2.2,2.8,4.8,5.1,4.8,4.5,4.4,4.1,VA
2846,Fauquier County,2.7     ,2.5     ,2.5,3.3,5.5,6.2,5.5,5.1,4.9,4.5,VA
2847,Floyd County,3.7     ,3.3     ,3.5,4.4,7.6,7.0,6.4,5.7,5.4,4.6,VA
2848,Fluvanna County,3.1     ,2.4     ,2.4,3.3,5.7,6.3,5.8,5.2,4.8,4.3,VA
2849,Franklin County,3.7     ,3.2     ,3.3,4.8,8.2,8.7,7.5,6.5,5.9,5.3,VA
2850,Frederick County,2.8     ,2.7     ,3.0,4.2,7.5,7.5,6.5,5.8,5.3,4.7,VA
2851,Giles County,5.2     ,3.8     ,4.5,5.4,9.1,9.6,8.0,7.3,7.0,6.0,VA
2852,Gloucester County,3.1     ,2.7     ,2.5,3.5,6.0,6.8,6.3,5.6,5.2,4.8,VA
2853,Goochland County,3.0     ,2.5     ,2.4,3.3,6.5,7.2,6.3,5.6,5.1,4.7,VA
2854,Grayson County,4.7     ,5.5     ,5.1,6.5,10.7,12.5,10.8,9.5,9.6,7.7,VA
2855,Greene County,2.9     ,2.3     ,2.1,3.3,5.8,6.7,6.0,5.5,4.8,4.4,VA
2856,Greensville County,5.4     ,4.3     ,4.5,5.5,9.0,9.6,8.9,8.7,7.9,6.7,VA
2857,Halifax County,6.2     ,5.9     ,6.4,6.8,11.3,12.2,11.0,9.5,9.1,7.8,VA
2858,Hanover County,3.0     ,2.5     ,2.5,3.4,6.5,6.6,6.0,5.5,5.0,4.5,VA
2859,Henrico County,3.4     ,2.9     ,2.8,3.6,6.9,7.3,6.7,6.0,5.6,5.1,VA
2860,Henry County,6.7     ,4.8     ,5.5,8.0,13.7,14.7,12.6,10.5,9.1,7.7,VA
2861,Highland County,3.5     ,3.2     ,3.4,5.1,7.5,6.2,5.7,4.9,4.3,3.8,VA
2862,Isle of Wight County,3.7     ,3.1     ,2.9,3.7,6.2,7.1,6.9,6.3,5.7,5.3,VA
2863,James City County,3.2     ,2.7     ,2.5,3.2,5.4,6.3,6.1,5.7,5.3,5.0,VA
2864,King and Queen County,4.0     ,3.4     ,3.5,4.6,8.0,8.1,7.4,6.6,6.1,5.8,VA
2865,King George County,3.4     ,3.4     ,3.5,5.1,7.6,7.4,7.0,6.5,5.7,5.3,VA
2866,King William County,3.5     ,2.8     ,2.7,3.7,7.0,7.5,6.9,6.3,5.6,5.2,VA
2867,Lancaster County,5.7     ,4.4     ,4.4,5.7,9.3,9.8,9.3,8.0,7.5,7.6,VA
2868,Lee County,5.1     ,4.4     ,4.2,5.3,7.2,7.9,7.6,8.2,8.8,8.2,VA
2869,Loudoun County,2.4     ,2.2     ,2.1,2.8,4.7,5.1,4.7,4.4,4.4,4.2,VA
2870,Louisa County,3.7     ,3.1     ,2.9,4.2,7.8,7.5,6.8,6.2,5.7,5.1,VA
2871,Lunenburg County,5.3     ,4.5     ,4.5,5.9,9.3,9.5,8.6,7.6,7.1,6.0,VA
2872,Madison County,3.1     ,2.7     ,2.7,3.7,6.1,6.3,5.2,4.8,4.4,4.0,VA
2873,Mathews County,3.0     ,2.6     ,2.6,3.6,5.5,6.3,6.5,5.7,5.1,4.6,VA
2874,Mecklenburg County,6.2     ,5.3     ,5.1,6.5,10.9,11.3,10.4,9.4,9.3,7.7,VA
2875,Middlesex County,3.6     ,3.2     ,3.0,3.8,6.7,7.2,6.5,6.1,5.5,5.1,VA
2876,Montgomery County,3.6     ,3.1     ,3.2,4.1,7.0,7.1,6.3,6.0,5.6,5.0,VA
2877,Nelson County,3.3     ,2.8     ,2.7,3.6,6.4,7.1,6.3,5.8,5.5,4.8,VA
2878,New Kent County,3.3     ,2.8     ,2.7,3.6,7.0,7.2,6.4,5.6,5.1,4.5,VA
2879,Northampton County,5.2     ,4.5     ,4.1,5.4,7.7,8.5,8.9,9.2,9.0,7.4,VA
2880,Northumberland County,4.9     ,4.2     ,4.3,5.7,8.7,8.7,9.0,8.1,7.4,7.1,VA
2881,Nottoway County,4.6     ,4.2     ,3.9,5.5,8.0,7.6,7.2,6.4,6.0,5.4,VA
2882,Orange County,3.2     ,3.1     ,3.2,4.6,7.7,8.3,7.5,6.7,5.9,5.2,VA
2883,Page County,5.2     ,4.7     ,5.1,6.9,11.8,11.6,11.1,10.2,9.3,8.1,VA
2884,Patrick County,6.7     ,4.7     ,4.1,6.5,11.1,12.7,10.7,9.0,8.0,6.5,VA
2885,Pittsylvania County,6.4     ,5.5     ,5.7,6.6,10.6,10.9,9.1,7.7,6.9,6.3,VA
2886,Powhatan County,2.9     ,2.6     ,2.4,3.4,6.3,7.1,6.2,5.6,5.1,4.5,VA
2887,Prince Edward County,5.8     ,4.8     ,4.6,5.5,8.9,9.7,9.0,8.5,8.4,7.8,VA
2888,Prince George County,3.9     ,3.4     ,3.2,4.3,6.9,8.1,7.8,7.4,6.9,6.2,VA
2889,Prince William County,2.7     ,2.4     ,2.5,3.3,5.4,6.1,5.7,5.3,5.2,4.8,VA
2890,Pulaski County,4.5     ,3.9     ,5.5,6.4,10.9,11.1,8.6,7.4,7.5,6.0,VA
2891,Rappahannock County,2.6     ,2.4     ,2.5,3.5,5.8,6.3,5.6,5.4,5.1,4.7,VA
2892,Richmond County,4.7     ,4.9     ,4.3,5.0,7.7,7.1,6.7,6.5,6.3,5.5,VA
2893,Roanoke County,3.0     ,2.6     ,2.5,3.2,5.9,6.3,5.7,5.2,5.0,4.5,VA
2894,Rockbridge County,3.1     ,2.8     ,2.9,4.1,6.5,7.5,6.8,6.1,5.8,5.4,VA
2895,Rockingham County,3.0     ,2.4     ,2.5,3.3,5.9,6.7,6.0,5.7,5.1,4.6,VA
2896,Russell County,5.8     ,6.0     ,5.2,5.8,10.5,10.2,9.5,8.6,8.5,8.0,VA
2897,Scott County,5.3     ,4.9     ,4.6,5.4,9.6,8.5,7.4,7.6,7.1,5.9,VA
2898,Shenandoah County,3.1     ,3.0     ,3.2,4.7,8.2,8.2,7.1,6.4,5.6,5.0,VA
2899,Smyth County,4.7     ,4.7     ,5.4,6.1,11.1,12.1,10.9,9.5,8.9,7.8,VA
2900,Southampton County,4.2     ,3.7     ,3.6,4.8,8.0,8.6,7.8,6.4,5.7,5.0,VA
2901,Spotsylvania County,2.7     ,2.5     ,2.5,3.4,5.6,7.0,6.7,6.0,5.8,5.3,VA
2902,Stafford County,2.7     ,2.5     ,2.6,3.4,5.5,6.5,6.2,5.8,5.6,5.2,VA
2903,Surry County,4.8     ,3.4     ,3.4,4.5,7.5,9.0,8.4,7.7,7.2,6.1,VA
2904,Sussex County,5.9     ,4.5     ,4.5,5.8,10.1,11.4,10.4,9.6,9.0,7.4,VA
2905,Tazewell County,4.6     ,4.0     ,4.5,4.4,7.5,8.8,7.9,8.2,8.5,8.0,VA
